,Unnamed: 0.1,Unnamed: 0,artist,name,emotion,index,cleaned_lyrics
185,185,185,Juanita Bynum,Peace,relaxed,185,You are my peace You are my peace You are my peace And I worship thee (repeat) You have delivered my soul When the battle was against me And Your promises You kept That Your Word will set me free (If I just) keep my mind on thee You'll keep me in perfect peace You have delivered my soul (From the snare of the enemy) In the midst of my storm You held and protected me (If I just) keep my mind on thee You'll keep me in perfect peace You have delivered my soul (From the snare of the enemy) In the midst of my storm You held and protected me (If I just) keep my mind on thee You'll keep me in perfect peace Vamp: Peace My Peace Peace You're My Peace
186,186,186,Vanessa Bell Armstrong,Desire Of My Heart,happy,186,"Popularity : 60 users have visited this page Sponsored links Oh Lord, I Love You Show me the desires of my heart Oh Lord I Love You Show me the desires of my heart I love You, I love You, I love You Yea, Yea, Yeah I love You I love You, I love You You are the desire of my heart  I praise You, I praise You, I praise You Yes I praise You, I praise You You are the desires of my heart Adore You, adore You, adore You I adore You, adore You You are the desires of my heart Hallelujah, Hallelujah, Hallelujah, Hallelujah, Hallelujah You are the desire of my heart "
187,187,187,B.B. King,The Thrill Is Gone,happy,187,"The thrill is gone The thrill is gone away The thrill is gone, baby The thrill is gone away You know you done me wrong, baby And you'll be sorry someday  The thrill is gone It's gone away from me The thrill is gone, baby The thrill is gone away from me Although I'll still live on But so lonely I'll be   The thrill is gone It's gone away for good Oh, the thrill is gone, baby It's gone away for good Someday, I know I'll be over it all, baby Just like I know a man should  You know I'm free, free now, baby I'm free from your spell I'm free, free, free now I'm free from your spell And now that it's all over All I can do is wish you well"
188,188,188,The Art Of Noise,Moments In Love,happy,188,"Moments Moments Moments Moments In love In love In love Moments In love In love Moments Moments in love In love Moments In love In love Moments in love Moments in love Moments in love Moments in love In (In), love (Love) In (In), love (Love) In (In), love (Love) In (In), love (Love)  Now, now, now Now, now (Ahh), now Now, now, now (Ahh) Now, now (Ahh), now, now (Ahh) Now, now, now, now, now, now, now  Moments in love Moments in love Moments in love Moments in love Moments in love Moments in love Moments in love Moments in love Moments in love Moments in love Moments in love Moments in love (In love) Moments in love Moments in love Moments in love Moments in love (Love, love) Mo—"
189,189,189,Norah Jones,Chasing Pirates,sad,189,"In your message you said You were going to bed But I'm not done with the night So I stayed up and read But your words in my head Got me mixed up so I turned out the light  And I don't know how to slow it down My mind's racing from chasing pirates  Now an ambulance screams While the silliest things (Are) flopping around in my brain And I try not to dream Up impossible schemes (That) swim around, wanna drown me insane  And I don't know how to slow it down Oh my mind's racing from chasing pirates   And I don't know how to slow it down Oh my mind's racing from chasing pirates  My mind's racing from chasing pirates My mind's racing from chasing pirates"
190,190,190,Sade,Never As Good As The First Time,relaxed,190,"Never as good No, baby  Good times they come and they go Never going to know What fate is going to blow Your way just hope that it feels right Sometimes it comes and it goes You take it ever so slow And then you lose it Then it flows right to you So we rely on the past Special moments that last Were they as tender As we dare to remember Such a fine time as this What could equal the bliss The thrill of the first kiss It'll blow right to you  It's never as good as the first time It's never as good as the first time (Never as good as the first time)  Good times they come and they go Never going to know It's like the weather One day chicken, next day feathers The rose we remember The thorns we forget We'd love and leave We never spend a minute on regret It is a possibility, the more we know the less we see Second time, is not quite what it seems Natural as the way we came to be The second time, won't live up to the dream  It's never as good as the first time (Never as good) It's never as good as the first time (Never as good as the first time)  Natural as the way we came to be Second time won't live up to the dream It's natural as the way we came to be The second time is not quite what it seems  It's never, ooh, as good as the first time As the first time Never as good as the first time  Natural as the way we came to be Second time won't live up to the dream Natural as the way we came to be Second time is not quite what it seems  It's never as good as the first time As the first time As good as the first time"
191,191,191,Chaka Khan,Through The Fire,angry,191,"I look in your eyes and I can see We've loved so dangerously You're not trusting your heart to anyone You tell me you're gonna play it smart We're through before we start But I believe that we've only just begun When it's this good, there's no saying no I want you so, I'm ready to go  Through the fire, to the limit, to the wall For a chance to be with you I'd gladly risk it all Through the fire Through whatever, come what may For a chance at loving you I'd take it all the way Right down to the wire Even through the fire  I know you're afraid of what you feel You still need time to heal And I can help if you'll only let me try You touched me and something in me knew What I could have with you Now I'm not ready to kiss that dream goodbye When it's this sweet, there's no saying no I need you so, I'm ready to go  Through the fire, to the limit, to the wall For a chance to be with you I'd gladly risk it all Through the fire Through whatever, come what may For a chance at loving you I'd take it all the way Right down to the wire Even through the fire  Through the test of time  Through the fire, to the limit, to the wall For the chance to be with you I'd gladly risk it all Through the fire Through whatever, come what may For a chance at loving you I'd take it all the way Right down to the wire Even through the fire  To the wire, to the limit (Through the fire) Through the fire, through whatever Through the fire, to the limit (To the limit) Through the fire, through whatever (Through the fire) Through the fire, to the limit Through the fire, through whatever Through the fire, to the limit Through the fire, through whatever Through the fire, to the limit Through the fire, through whatever Through the fire, to the limit Through the fire, through whatever"
192,192,192,Alicia Keys,Fallin',happy,192,"I keep on fallin' in And outta love with you Sometimes I love ya, sometimes you make me blue Sometimes I feel good, at times I feel used Lovin' you, darlin', makes me so confused  I keep on fallin' in and out Of love with you I never loved someone The way that I'm lovin' you  Oh, oh, I never felt this way How do you give me so much pleasure And cause me so much pain? (Yeah, yeah) Just when I think I've taken more than would a fool I start fallin' back in love with you  I keep on fallin' in and out Of love with you I never loved someone (Oh, someone) The way that I'm lovin' you (Way I, uh, uh)  Oh, baby I, I, I, I'm fallin' (Yeah, yeah, yeah) I, I, I, I'm fallin' Fall, fall, fall (Sing) Fall  I keep on fallin' in and out (Out) Of love with you (Love with you) I never loved someone (I never, loved) The way that I'm lovin' you (Oh) I'm fallin' in and out (Yeah) Of love with you (Of love with you) I never loved someone (No, no, no) The way that I'm lovin' you (Uh) I'm fallin' in and out (Yeah) Of love with you (Of love with you) I never loved someone (No, no, no) The way that I'm lovin' you (Uh)  What?"
193,193,193,Sade,I Couldn't Love You More,happy,193,"I couldn't love you more If time was running out Couldn't love you more Oh, right now, baby  La la la la Oh, right now, baby Take me by the hand, come on Be my darling, be the one I wouldn't want to lay or ever love with another If everyone in the world Could give me what I wanted I wouldn't want for more than I have (Hey yeah yeah) I couldn't love you more if I tried Couldn't love you more, boy Couldn't love you more, boy 'Cause darling I'm on your side I really am on your side My love, I'm on your side Oh, right now, baby Hey yeah yeah I couldn't love you more, boy Stay exactly how you are, yeah yeah yeah I couldn't love you more, boy I couldn't love you more I couldn't love you more, boy Stay exactly how you are, yeah yeah yeah I couldn't love you more, boy Couldn't love you more If everyone in the world Would give me their treasure I would not want for more (I would not want for more) Than I have right now (Oh, right now, baby) Hey yeah yeah (On your side) (I really am on your side) (I couldn't)"
194,194,194,Sting,It's Probably Me,angry,194,"If the night turned cold and the stars looked down And you hug yourself on the cold cold ground You wake the morning in a stranger's coat No one would you see You ask yourself, who's watched for me My only friend, who could it be It's hard to say it I hate to say it, but it's probably me  When your belly's empty and the hunger's so real And you're too proud to beg and too dumb to steal You search the city for your only friend No one would you see You ask yourself, who's watched for me A solitary voice to speak out and set me free I had to say it I hate to say it, but it's probably me  You're not the easiest person I ever got to know And it's hard for us both to let our feelings show Some would say I should let you go your way You'll only make me cry If there's one guy, just one guy Who'd lay down his life for you and die I Hate to say It I hate to say it, but it's probably me  When the world's gone crazy and it makes no sense There's only one voice that comes to your defense And the jury's out and your eyes search the room And one friendly face is all you need to see If there's one guy, just one guy Who'd lay down his life for you and die I Hate to say it I hate to say it, but it's probably me  I hate to say it I hate to say it, but it's probably me I hate to say it I hate to say it, but it's probably me I hate to say it I hate to say it, but it's probably me"
195,195,195,Go West,What You Won't Do For Love,happy,195,"I guess you wonder where I've been I searched to find the love within And I came back to let you know Got a thing for you and I can't let go My friends wonder what is wrong with me But I'm in a daze from your love, you see And I came back to let you know Got a thing for you and I can't let go Some people go around the world for love But they may never find what they dream of What you won't do, do for love You've tried everything but you won't give up In my world, only you make me do For love what I would not do My friends wonder what is wrong with me But I'm in a daze from your love, you see And I came back to let you know Got a thing for you and I can't let go And though I only want the best it's true I can't believe the things I do for you What you won't do, do for love You've tried everything but you won't give up In my world, only you make me do For love what I would not do What you won't do, do for love You've tried everything but you won't give up In my world, only you, only you make me do For love what I would not do Make me do for love what I would not do Make me do for love What you won't do, do for love You've tried everything but you won't give up In my world, only you make me do"
196,196,196,Robin Thicke,Lost Without U,happy,196,"I'm lost without you, can't help myself How does it feel to know that I love you, baby? I'm lost without you, can't help myself How does it feel to know that I love you, baby?  Tell me how you love me more And how you think I'm sexy, baby That you don't want nobody else You don't want this guy, you don't want that guy You wanna touch yourself when you see me Tell me how you love my body And how I make you feel, baby You wanna roll with me, you wanna hold with me You wanna stay warm and get out of the cold with me I just love to hear you say it It makes a man feel good, baby Tell me you depend on it, I need to hear it  I'm lost without you, can't help myself How does it feel to know that I love you, baby? I'm lost without you, can't help myself How does it feel to know that I love you, baby?  Baby, you're the perfect shape Baby, you're the perfect weight Treat me like my birthday I want it this way, I want it that way, I want it Tell me you don't want me to stop (Don't stop) Tell me it would break your heart But you love me and all my dirty You wanna roll with me, you wanna hold with me You wanna make fires and get Norwegian wood with me I just love to hear you say it It makes a man feel good, baby  I'm lost without you, can't help myself How does it feel to know that I love you baby? I'm lost without you, can't help myself How does it feel to know that I love you, baby?  Cause you will tell me every morning Ooh, alright, baby Oh, yeah, oh, baby Oh, darling, alright  I'm lost without you! Can't help myself How does it feel to know that I love you, baby? I'm lost without you, can't help myself How does it feel to know that I love you, baby?  Ooh yeah, oh baby Oh darlin', all right-right Oh baby, oh darlin' Ooh, ooh, baby, all right-right Yeah"
197,197,197,Sade,No Ordinary Love,happy,197,"I gave you all the love I got I gave you more than I could give Gave you love I gave you all that I have inside And you took my love You took my love  Didn't I tell you What I believe? Did somebody say that A love like that won't last? Didn't I give you All that I've got to give, baby?  I gave you all the love I got I gave you more than I could give Gave you love I gave you all that I have inside And you took my love You took my love  I keep crying (Keep crying) I keep trying for you There's nothing like you and I, baby  This is no ordinary love No ordinary love This is no ordinary love No ordinary love  When you came my way (Came my way) You brightened every day With your sweet smile  Didn't I tell you What I believe? Did somebody say that A love like that won't last? Didn't I give you All that I've got to give, baby?  This is no ordinary love No ordinary love This is no ordinary love No ordinary love   I keep crying (Keep crying) I keep trying for you There's nothing like you and I baby  This is no ordinary love No ordinary love This is no ordinary love No ordinary love   Keep trying for you Keep crying for you Keep lying for you Keep flying, I'm falling And I'm falling Keep trying for you Keep crying for you Keep lying for you Keep flying, I'm falling And I'm falling"
198,198,198,Luther Vandross,Any Love,happy,198,"I speak to myself sometimes And I say ""Oh my"" ""In a lot of ways you're a lucky guy"", and oh ""Now all you need is a chance to try any love"" And in my heart There's a need to shout Dying, screaming, crying and ""let me out"", hey Are all those feelings that I want to touch Any love?  What a world for the lonely kind Sometimes I feel I'm gonna lose my mind (My mind) Can anybody tell me just where to find Any love, any love? And oh  Everyone needs a love, no doubt Any love, any love, and oh Everybody feels alone without Any love, any love  And I know there's a love waiting To enter my life, enter my life, yeah Every day as I live I try to think positive, and hey I pray for someone good to give any love Ooh, love is sweet and so divine And I can't wait for my love light to shine (To shine) Can anybody tell me where I can find Any love, any love? And oh  Everyone needs a love, no doubt Any love, any love Everybody feels alone without Any love (Any love) Any love (Ooh-hoo, yes-yes)  I know there's someone waiting for me To enter my life, come into my life Suddenly I'm up in clear blue skies Lonely tears start to fill my eyes I can weep, but I refuse to cry I've got to keep holding on I've got to be very strong To keep holding on  Everyone needs a love, no doubt Any love, any love (Any love) Everybody feels alone without Any love (Any love) Any love (Ooh-hoo, yes-yes)  And I know I know, I know, I She'll come into my life (Where is the love, where is the love?) Into my life, ooh (Where is the love, where is the love?)  Everyone needs a love no doubt Any love, any love, ooh Everybody feels alone without"
199,199,199,Sade,Kiss Of Life,happy,199,"There must have been an angel by my side Something heavenly led me to you Look at the sky It's the colour of love There must have been an angel by my side Something heavenly came down from above He led me to you He led me to you  He built a bridge to your heart All the way How many tonnes of love inside? I can't say  When I was led to you I knew you were the one for me I swear the whole world could feel my heartbeat When I lay eyes on you I-I-I-I-I You wrap me up in The colour of love  You gave me the kiss of life Kiss of life You gave me the kiss that's like Kiss of life   Wasn't it clear From the start? Look the sky is full of love Yeah the sky is full of love  He built a bridge to your heart All the way How many tonnes of love inside? I can't say  You gave me the kiss of life Kiss of life You gave me the kiss that's like The kiss of life You gave me the kiss of life Kiss of life You gave me the kiss that's like The kiss of life   You gave me the kiss of life Kiss of life (Oh yeah) You gave me the kiss that's like The kiss of life  You wrapped me up in the colour of love In the moonlight, baby It must have been an angel came down from above Giving me love, yeah Giving me love, yeah You gave me the kiss of life Kiss of life You gave me the kiss of life"
200,200,200,Jason Mraz,Lucky ,happy,200,"Do you hear me? I'm talking to you Across the water, across the deep blue ocean Under the open sky, oh my Baby, I'm trying Boy, I hear you in my dreams I feel your whisper across the sea I keep you with me in my heart You make it easier when life gets hard  Lucky I'm in love with my best friend Lucky to have been where I have been Lucky to be coming home again Ooh, ooh-ooh, ooh-ooh, ooh-ooh-ooh-ooh Ooh, ooh-ooh  They don't know how long it takes (They don't know how long it takes) Waiting for a love like this Every time we say goodbye (Every time we say goodbye) I wish we had one more kiss I'll wait for you, I promise you, I will, I'm  Lucky I'm in love with my best friend Lucky to have been where I have been Lucky to be coming home again Lucky we're in love in every way Lucky to have stayed where we have stayed Lucky to be coming home someday  And so, I'm sailing through the sea To an island where we'll meet You'll hear the music fill the air I'll put a flower in your hair Though the breezes, through the trees You move so pretty, you're all I see As the world keeps spinning 'round You hold me right here, right now  Lucky I'm in love with my best friend Lucky to have been where I have been Lucky to be coming home again Lucky we're in love in every way Lucky to have stayed where we have stayed Lucky to be coming home someday  Ooh, ooh-ooh, ooh-ooh, ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh, ooh-ooh, ooh-ooh, ooh-ooh-ooh-ooh Ooh-ooh, ooh-ooh-ooh-ooh"
201,201,201,Kenny G,What A Wonderful World ,relaxed,201,"I see trees of green red roses too I see them bloom for me and for you And I think to myself, what a wonderful world I see skies of blue and clouds of white The bright blessed days dark sacred nights And I think to myself, what a wonderful world The colors of the rainbow so pretty in the sky Are also on the faces of people going by I see friends shaking hands sayin', ""How do you do"" They're really sayin', ""I love you"" I hear babies cry I watch them grow They'll learn much more than I'll never know And I think to myself, what a wonderful world Yes, I think to myself, what a wonderful world"
202,202,202,Bobby Caldwell,What You Won't Do For Love,happy,202,"I guess you wonder where I've been I searched to find a love within I came back to let you know Got a thing for you and I can't let go  My friends wonder what is wrong with me Well, I'm in a daze from your love, you see I came back to let you know Got a thing for you and I can't let it go  Some people go around the world for love But they may never find what they dream of  What you won't do, to do for love You've tried everything, but you don't give up In my world, only you Make me do for love what I would not do  My friends wonder what is wrong with me Well, I'm in a daze from your love, you see I came back to let you know Got a thing for you, and I can't let go  And though I only want the best, it's true I can't believe the things I do for you  What you won't do, do for love You've tried everything, but you won't give up In my world, only you Make me do for love what I would not do Make me do for love what I would not do Make me do for love what I would not do Make me do for love what I would not do "
203,203,203,Dave Matthews Band,Crash Into Me,angry,203,"You've got your ball, you got your chain Tied to me tight, tie me up again Who's got their claws in you my friend? Into your heart I'll beat again Sweet like candy to my soul Sweet you rock, and sweet you roll Lost for you, I'm so lost, for you  Oh, when you come Crash into me And I come into you And I come into you In a boy's dream, in a boy's dream  Touch your lips just so I know In your eyes, love, it glows so I'm bare boned, and crazy for you  Oh, when you come Crash into me Yeah, baby, when I come into you In a boy's dream, a boys dream  If I've gone overboard Then I'm begging you To forgive me for my haste When I'm holding you so girl Close to me And you come Crash into me, baby And I come into you  Hike up your skirt a little more And show the world to me Hike up your skirt a little more And show your world to me A boy's dream, in a boys dream Oh I watch you there Through the window And I stare at you You wear nothing but you Wear it so well Tied up and twisted The way I'd like to be For you, for me, come crash Into me Baby, come crash into me, yeah Crash into me Crash into me  Oh, you know I'm king of the castle You're my dirty rascal Crash into me Please crash into me baby We both know See the way, come crash into me See the way you come rash into me Crash into me Oh no no no no hey Oh no no no no hey, yeah"
204,204,204,Michael Buble,Home,relaxed,204,"Another summer day has come and gone away In Paris and Rome, but I wanna go home, mmm Maybe surrounded by a million people, I Still feel all alone I just wanna go home Oh, I miss you, you know  And I've been keeping all the letters that I wrote to you Each one a line or two ""I'm fine, baby, how are you?"" Well, I would send them, but I know that it's just not enough My words were cold and flat And you deserve more than that Another aeroplane, another sunny place I'm lucky, I know, but I wanna go home Mmm, I got to go home  Let me go home I'm just too far from where you are I wanna come home  And I feel just like I'm living someone else's life It's like I just stepped outside When everything was going right And I know just why you could not come along with me That this was not your dream But you always believed in me  Another winter day has come and gone away In either Paris or Rome, and I wanna go home Let me go home And I'm surrounded by a million people, I I still feel alone Oh, let me go home Oh, I miss you, you know  Let me go home I've had my run and baby, I'm done I gotta go home Let me go home  It'll all be alright I'll be home tonight I'm coming back home"
205,205,205,Anita Baker,Same Ole Love ,happy,205,"Flashbacks of the times we've had Some made us laugh, and some made us sad We used to break up to make up All the fun that came from those love games Oh, when I think I need someone new Nah, it just won't do because I think about you, baby  From beginning to end, 365 days of the year I want your same ole lovin', baby, uh-huh All I wanna do is keep on loving you I want your same ole love  There's a reason that I feel this way All the things you do, well, it might be the things that you say Your love never changes It's like a picture in a frame, and it remains the same Your undying love for me, oh, it keeps me strong Keeps me holding on  From beginning to end, 365 days of the year I want your same ole lovin', baby, mhm And all I wanna do is share my life with you I want your same ole love  Slowly, love me All is forsaken, I love the love we're making 'Cause it's truly lovely I'll never leave you, you'll know I need you, baby  From beginning to end, 365 days of the year I want your same ole lovin', baby, mhm And all I wanna do is share my life with you I want your same ole love From beginning to end, 365 days of the year I want your same ole lovin', baby, mhm And all I wanna do is share my life with you I want your same ole love  From beginning to end, 365 days of the year (Give me your love, all of that love) I want your same ole lovin', baby, mhm (Give me your love) And all I wanna do is share my life with you (Give me your love, all of that love) I want your same ole love (Give me your love) From beginning to end, 365 days of the year (Give me your love, all of that love) I want your same ole lovin', baby, mhm (Give me your love) And all I wanna do is share my life with you (Give me your love, all of that love) I want your same ole love"
206,206,206,Enya,Caribbean Blue,relaxed,206,Eurus Āfer Ventus  So the world goes 'round and 'round With all you ever knew They say the sky high above Is Caribbean blue   If every man says all he can If every man is true Do I believe the sky above Is Caribbean blue?  Boreās Zephryus   If all you told was turned to gold If all you dreamed was new Imagine sky high above In Caribbean blue  Eurus Āfer Ventus Boreās Zephryus Āfricus
207,207,207,Natalie Cole,This Will Be,happy,207,"Ooh, a-ha Ooh, a-ha, yeah Mmm, mmm, mmm, mmm  This will be an everlasting love This will be the one I've waited for This will be the first time anyone has loved me, oh, oh, oh I'm so glad you found me in time And I'm so glad that you rectified my mind This will be an everlasting love for me, oh, ho  Loving you is some kind of wonderful Because you showed me just how much you care You've given me the thrill of a lifetime And made me believe you've got more thrills to spare, oh This will be an everlasting love Oh, yes, it will now  You brought a lot of a sunshine in to my life You filled me with happiness I never knew You gave me more joy than I ever dreamed of And no one, no one can take the place of you This will be you and me Yes, siree Eternally Hugging and squeezing And kissing and pleasing Together forever through rain or whatever Yeah, yeah, yeah, yeah you and me So long as I'm living true love, I'll be giving To you, I'll be serving 'Cause you're so deserving Hey, you're so deserving You're so deserving, yeah, yeah, yeah, oh, oh, oh, oh  Love, love, love, love, love Love, love, love, love, love Love, love, love, love Love, love, love, love From now on, from now on From now on, from now on From now on, from now on From now on, from now on, yeah From now on, from now on From now on, from now on From now on"
208,208,208,Avenged Sevenfold,Scream,angry,208,"Caught up in this madness too blind to see Woke animal feelings in me Took over my sense and I lost control I'll taste your blood tonight  You know I make you want to scream You know I make you want to run from me baby But know it's too late you've wasted all your time Yeah  Relax while you're closing your eyes to me So warm as I'm setting you free With your arms by your side there's no struggling Pleasure's all mine this time  You know I make you want to scream You know I make you want to run from me baby But know it's too late you've wasted all your time  Cherishing, those feelings pleasuring Cover me, unwanted clemency Scream 'til there's silence Scream while there's life left, vanishing Scream from the pleasure unmask your desire Perishing  We've all had a time where we've lost control We've all had our time to grow I'm hoping I'm wrong but I know I'm right I'll hunt again one night  You know I make you want to scream You know I make you want to run from me baby But know it's too late you've wasted all your time  Cherishing, those feelings pleasuring Cover me, unwanted clemency Scream 'til there's silence Scream while there's life left, vanishing Scream from the pleasure unmask your desire Perishing   Some live repressing their instinctive feelings Protest the way we're built don't point the blame on me  Scream, scream, scream the way you would If I ravaged your body Scream, scream, scream the way you would If I ravaged your mind  Cherishing, those feelings pleasuring Cover me, unwanted clemency Scream 'til there's silence Scream while there's life left, vanishing Scream from the pleasure unmask your desire Perishing"
209,209,209,Metallica,Holier Than Thou,sad,209,"No more, the crap rolls out your mouth again Haven't changed, your brain is still gelatin Little whispers circle around your head Why don't you worry about yourself instead?  Who are you? Where ya been? Where ya from? Gossip burning on the tip of your tongue You lie so much, you believe yourself Judge not, lest ye be judged yourself  Holier than thou You are Holier than thou You are You know not  Before you judge me, take a look at you Can't you find something better to do? Point the finger, slow to understand Arrogance and ignorance go hand in hand  It's not who you are, it's who you know Others' lives are the basis of your own Burn your bridges and build them back with wealth Judge not, lest ye be judged yourself  Holier than thou You are Holier than thou You are You know not Yeah, who the hell are you?  Yeah, you   Holier than thou You are Holier than thou You are You know not  Not"
210,210,210,Hail The Villain,Take Back The Fear,angry,210,"What I believe is all that I am Take it away, I'm only a man Back from the dead and now it appears I'll be the one to take back the fear Kill or be killed, that isn't me Maybe it's you dying to be Somebody else, man of the year But I am the one to take back the fear  Don't want it taken away Don't want anything taken away Don't want anything taken away Don't want anything taken away from me It's all that I believe Don't want anything taken away Don't want anything taken away Don't want anything taken away from me It's all that I believe  Message of hate, fading away My love and my failures, one and the same Now that I'm back, painfully clear I'll be the one to take back the fear  Don't want it taken away Don't want anything taken away Don't want anything taken away Don't want anything taken away from me It's all that I believe Don't want anything taken away Don't want anything taken away Don't want anything taken away from me When it seems that everything is all a dream Everything's not what it seems Even I cannot believe in me easily  Don't want anything taken away Don't want anything taken away Don't want anything taken away from me It's all that I believe Don't want anything taken away Don't want anything taken away Don't want anything taken away from me When it seems that everything is all a dream Everything's not what it seems Even I cannot believe in me easily Don't want anything taken away Don't want anything taken away Don't want anything taken away from me It's all that I believe"
211,211,211,Sick Puppies,Street Fighter ,angry,211,"Let's do this Faking falls, stop and stall, take it all Fact is I'm taking mine, I'm taking mine Time is up, out of luck Should've stood up when you had the time But you're out of time Let's do this, fight, fight, fight, fight Lock and load, rock and roll Bitch, it's all over, you're going down You're going down Get ready to settle the score And get ready to face the floor 'Cause it's time to remember it War This is war and it's on tonight So get up and fight, get up and fight You've had all your life to run and hide Now step up, now step up, let's do this Second round, going down How about a little reaction, man? You can barely stand Bitch slap, slow attack Man, that was practically suicide Next in line Go, fight, fight, fight, fight Fight, fight, fight, fight Get ready to settle the score And get ready to face the floor 'Cause it's time to remember it War This is war and it's on tonight So get up and fight, get up and fight You've had all your life to run and hide Now step up, now step up, let's do this 'Cause we're all about ready to break And we're all about ready to break Yeah, we're all about ready to break Yeah, we're all about ready to break This is war and it never ends So get up, get up, get up, get up You've had all your life to run and hide Step up, now step up This is war and it never ends This is war and it never ends This is war Let's do this, let's do this Fight, fight, fight, fight, fight, fight, fight Let's do this"
212,212,212,Flyleaf,I'm So Sick,sad,212,"I will break into your thoughts With what's written on my heart I will break Break  I'm so sick, infected with where I live Let me live without this Empty bliss, selfishness I'm so sick, I'm so sick  If you want more of this We can push out, sell out, die out So you'll (Shut up, shut up, shut up) And stay sleeping With my screaming in your itching ears  I'm so sick, infected with where I live Let me live without this Empty bliss, selfishness I'm so sick, I'm so sick  Hear it, I'm screaming it You're heeding to it now Hear it, I'm screaming it You tremble at this sound  You sink into my clothes This invasion makes me feel Worthless, hopeless, sick  I'm so sick, infected with where I live Let me live without this Empty bliss, selfishness I'm so, I'm so sick I'm so sick, infected with where I live Let me live without this Empty bliss, selfishness  I'm so (I'm so) I'm so sick (I'm so sick) I'm so (I'm so) I'm so sick (I'm so sick)"
213,213,213,Nirvana,You Know You're Right,angry,213,"I will never bother you I will never promise to I will never follow you I will never bother you Never speak a word again I will crawl away for good I will move away from here You won't be afraid of fear No thought was put into this And always knew it would come to this Things have never been so swell I have never failed to fail  Hey, hey, hey You know you're right You know you're right, you know you're right  I'm so warm and calm inside I no longer have to hide Let's talk about someone else Steaming soup against her mouth Nothing really bothers her She just wants to love herself I will move away from here You won't be afraid of fear No thought was put into this Always knew it'd come to this Things have never been so swell I have never failed to fail  Hey, hey, hey, hey, hey You know you're right, you know you're right You know you're right, you know you're right You know you're right, you know you're right You know you're right, you know you're right You know you're right, you know you're right You know you're right, you know you're right You know your rights, you know you're right You know your rights, you know your rights You know your rights Hey"
214,214,214,Three Days Grace,Home,relaxed,214,"I'll be coming home just to be alone 'Cause I know you're not there And I know that you don't care I can hardly wait to leave this place  No matter how hard I try, you're never satisfied This is not a home, I think I'm better off alone You always disappear, even when you're here This is not my home, I think I'm better off alone  Home, home, this house is not a Home, home, this house is not a home  By the time you come home, I'm already stoned You turn off the TV and you scream at me I can hardly wait 'til you get off my case  No matter how hard I try, you're never satisfied This is not a home, I think I'm better off alone You always disappear, even when you're here This is not my home, I think I'm better off alone  Home, home, this house is not a Home, home, this house is not a Home, home, this house is not a Home, home, this house is not a home  I'm better off alone  No matter how hard I try, you're never satisfied This is not a home, I think I'm better off alone You always disappear, even when you're here This is not my home, I think I'm better off alone  Home, home, this house is not a Home, home, this house is not a Home, home, this house is not a Home, home, this house is not a home"
215,215,215,Three Days Grace,Animal I Have Become,angry,215,"I can't escape this hell So many times I've tried But I'm still caged inside  Somebody get me through this nightmare I can't control myself  So what if you can see the darkest side of me? No one would ever change this animal I have become Help me believe it's not the real me Somebody help me tame this animal (This animal, this animal)  I can't escape myself (I can't escape myself) So many times I've lied (So many times I've lied) But there's still rage inside  Somebody get me through this nightmare I can't control myself  So what if you can see the darkest side of me? No one would ever change this animal I have become Help me believe it's not the real me Somebody help me tame this animal I have become Help me believe it's not the real me Somebody help me tame this animal  Somebody help me through this nightmare I can't control myself Somebody wake me from this nightmare I can't escape this hell (This animal, this animal) (This animal, this animal) (This animal, this animal, this animal)  So what if you can see the darkest side of me? No one will ever change this animal I have become Help me believe it's not the real me Somebody help me tame this animal I have become Help me believe it's not the real me Somebody help me tame this animal (This animal I have become)"
216,216,216,Breaking Benjamin,Until The End,angry,216,"So clever Whatever I'm done with these endeavors Alone, I walk the winding way (Here I stay)  It's over, no longer I feel it growing stronger I live to die another day Until I fade away  Why give up? Why give in? It's not enough, it never is So, I will go on until the end We've become desolate It's not enough, it never is But I will go on until the end  Surround me It's easy To fall apart completely I feel you creeping up again (In my head)  It's over, no longer I feel it growing colder I knew this day would come to end So, let this life begin  Why give up? Why give in? It's not enough, it never is So, I will go on until the end We've become desolate It's not enough, it never is But I will go on until the end  I've lost my way I've lost my way But I will go on until the end  Living is hard enough Without you fucking up   Why give up? Why give in? It's not enough, it never is So, I will go on until the end We've become desolate It's not enough, it never is But I will go on until the end  I've lost my way I've lost my way But I will go on until the end Ooh, ooh-ooh Ooh, ooh-ooh The final fight I'll win The final fight I'll win The final fight I'll win But I will go on until the end"
